num_options,threshold_disapprove,threshold_approve,social_bonus_cap,num_agents,votes,util_total,util_agent
5,20,70,2,7,4.2357,0.9321478570053161,"[0.6612587372596156, 0.6729912599214775, 0.6857028562741817, 0.6985178797959442, 0.7102032486057579, 0.7212868517914347, 0.7391698079096581]"
5,20,70,2,8,4.7194,0.9266435300920343,"[0.6481786429002137, 0.6592450606271015, 0.6693538828653013, 0.677458275665248, 0.6888427850841966, 0.7020371147920753, 0.7105142895310359, 0.7270443913707595]"
5,20,70,2,8,4.7122,0.9347998817627504,"[0.6406163520347141, 0.6633294946097921, 0.6703314673288873, 0.6850045797832383, 0.694570532875303, 0.7115041248830628, 0.7243684949972681, 0.7410739555411617]"
5,20,70,2,9,5.1786,0.9281062744431693,"[0.6464058476054202, 0.6510287113663387, 0.661644150214504, 0.6662104686748468, 0.6758682291137997, 0.6833939754835439, 0.691792499916627, 0.7121019691754219, 0.72249309597615]"
5,20,70,2,9,5.1845,0.935379102719016,"[0.6391142184046863, 0.6498489899795469, 0.6625328981837126, 0.6710228814837801, 0.6813919433275722, 0.6895218438285917, 0.7040204897966098, 0.7165807704697768, 0.7403838668320979]"
5,20,80,0,3,1.4296,0.9136836095827201,"[0.7500454908459301, 0.7504167299873695, 0.746066753627242]"
5,20,80,0,3,1.4096,0.912908487956254,"[0.7494448023281501, 0.7468075891886804, 0.7478163799979749]"
5,20,80,0,4,1.75,0.9257535110965237,"[0.7268227377655558, 0.7346985003647749, 0.7276026215343699, 0.7300992210362003]"
5,20,80,0,4,1.7446,0.9235350475291316,"[0.7279769899787719, 0.7286653913559145, 0.7282118315169936, 0.7311781355342466]"
5,20,80,0,5,2.0669,0.9308376954667714,"[0.7168301721443716, 0.7143596997874908, 0.7125877990815375, 0.7137521824454658, 0.7162445015033686]"
5,20,80,0,5,2.0616,0.9287872488586078,"[0.7152988192805969, 0.7143427005597718, 0.7137672552602895, 0.7105579493974614, 0.7117919296503731]"
5,20,80,0,6,2.368,0.9358834574500428,"[0.7061511780729303, 0.7060821685943827, 0.7029839052573144, 0.7009789517489953, 0.7110669287358018, 0.7011778537205405]"
5,20,80,0,6,2.3668,0.9365277784158523,"[0.7047919622387048, 0.7078636180847209, 0.7049175655400501, 0.7046572164478231, 0.7029299061353603, 0.7018984236992339]"
5,20,80,0,7,2.6632,0.940590160054055,"[0.7007029664148988, 0.6912510253632863, 0.6963013158833496, 0.6945176133699137, 0.7025100867094608, 0.6959876738375756, 0.7010696075602193]"
5,20,80,0,7,2.6723,0.9393629406835491,"[0.6921156583766825, 0.6983289758924176, 0.6974240118091315, 0.7041216157146839, 0.7059057863475928, 0.6978134701921234, 0.690442553758435]"
5,20,80,0,8,2.9531,0.9431469745875176,"[0.6896186261613412, 0.6927800356570362, 0.6895297672088757, 0.6907106313792235, 0.6912033882296235, 0.6919617975646668, 0.6891728352020471, 0.6878728687385978]"
5,20,80,0,8,2.9669,0.9446270393452478,"[0.6940112478906532, 0.6882272111095947, 0.6946212218036523, 0.6901435928877914, 0.6931582216046394, 0.6950012080507401, 0.689823710982511, 0.6907360767601701]"
5,20,80,0,9,3.2395,0.9462845528348731,"[0.6815613797972762, 0.6888198702329984, 0.6806824067363634, 0.6840937441000908, 0.6820403238575201, 0.6885362796090976, 0.6820102849664856, 0.6908454242364229, 0.6850929718697613]"
5,20,80,0,9,3.2266,0.9454165434661583,"[0.6861438288355932, 0.685849231329133, 0.6863502456871239, 0.6899215445411772, 0.6844063155609037, 0.6823076645348874, 0.6847381654736409, 0.6842279369391258, 0.6828264708046541]"
5,20,80,1,3,1.6188,0.861708629963388,"[0.7083131232059293, 0.7165992924774357, 0.7205070315928007]"
5,20,80,1,3,1.6259,0.8857840236129936,"[0.71611204550699, 0.7340206490728663, 0.7448559645017491]"
5,20,80,1,4,2.01,0.890340393832656,"[0.6947003455764774, 0.7003409654449372, 0.7083601627891066, 0.7282584729802632]"
5,20,80,1,4,2.009,0.9046601642279084,"[0.7019932051895282, 0.7104440423341677, 0.724915292137456, 0.7380421864776039]"
5,20,80,1,5,2.3586,0.9034421784078106,"[0.6769107515419758, 0.6953603709056092, 0.7010057533946082, 0.7034373917833672, 0.7206723345848718]"
5,20,80,1,5,2.3488,0.912158187370109,"[0.677281444367986, 0.6914427424025179, 0.7076933219132279, 0.7191854966945539, 0.7287032989805587]"
5,20,80,1,6,2.6898,0.9077926526717952,"[0.6645845383307017, 0.6723729669356079, 0.6789227039165985, 0.6933999666738401, 0.7009291916642428, 0.7135506744104554]"
5,20,80,1,6,2.6798,0.9198428368887351,"[0.6719022005045177, 0.6833443669209655, 0.6914160601745227, 0.7006920884988205, 0.7041788166450376, 0.720053036948034]"
5,20,80,1,7,3.0076,0.91381051686194,"[0.658732112226427, 0.6690640109902076, 0.6704291665548432, 0.6845176670640856, 0.6897294954378097, 0.6959430327469392, 0.6979678917642413]"
5,20,80,1,7,3.0163,0.923610450683379,"[0.6630594213338727, 0.6731867109427403, 0.6768700516679592, 0.6911672651595988, 0.6968556944632728, 0.7008590572551973, 0.7146773559453637]"
5,20,80,1,8,3.3204,0.9199672865213646,"[0.6532455296389567, 0.661003373551973, 0.664921427510519, 0.6729375586760606, 0.6842999297693582, 0.6814758599374074, 0.6969172637440585, 0.6924576451431661]"
5,20,80,1,8,3.3243,0.9272599856619242,"[0.6567502641852804, 0.6673520378357781, 0.6676346659133429, 0.683164418837147, 0.6821593342968842, 0.6922483458393787, 0.6985729671656419, 0.7084294821051883]"
5,20,80,1,9,3.6496,0.9254105789072276,"[0.6484541080924338, 0.6501652196371515, 0.6651424821180498, 0.6665668875309257, 0.6737026110679428, 0.6790887206020986, 0.6849046532744603, 0.6937883525845897, 0.7019027469933207]"
5,20,80,1,9,3.6509,0.9320857989063758,"[0.6538401267183964, 0.6630615397869124, 0.6683976939532386, 0.6718880443436431, 0.6745643249017611, 0.6795107441517136, 0.6870874452088725, 0.6948954857640378, 0.7079204008742683]"
